Library	Blastn	DIAMOND (Blastx)	Build small RNA profiles	Handle FASTA sequences	Running velvet (fixed hash)	Running velvet optimiser	Total time elapsed
SNBN698_virome	00:27:17:169	00:45:57:135	00:02:24:700	00:08:15:573	00:00:29:675	00:01:17:135	01:26:53:705
